state,Zip,postings_seen
MA,01550,10
WI,53596,10
WI,53593,10
CO,81641,10
PA,17070,10
PA,17078,10
MN,55767,10
CO,81052,10
PA,17340,10
IL,62441,10
MI,48202,10
OH,44452,10
UT,84408,10
UT,84341,10
MO,64013,10
MO,63841,10
MO,64067,10
WI,53403-2540,10
WI,53224-3423,10
WI,53187,10
MA,01971,10
WI,53210-0000,10
IA,50327,10
NE,69153,10
NE,69201,10
MS,38614,10
OH,44222,10
OH,44266,10
FL,32952,10
MO,65104,10
OH,45011,10
TX,76098,10
TX,77032,10
CA,93438,10
MN,55418,10
PA,19002,10
PA,18853,10
CO,80538,10
TX,76266,10
IL,62025,10
MI,48823,10
TX,75766,10
CO,80151,10
MD,21152,10
AZ,86504,10
CA,90013,10
VA,20116,10
MS,38801,10
IA,52544,10
GA,30635,10
MD,20794,10
VA,22630,10
AZ,85353,10
AZ,85707,10
VA,22960,10
MD,21054,10
MD,21017,10
MS,394662178,10
FL,33093,10
OH,44120,10
IA,52324,10
MT,59401,10
PA,19401,10
PA,19144,10
IL,60435,10
PA,19040,10
PA,19032,10
MI,49071,10
TX,75115,10
IL,61790,10
CA,94523,10
TX,75244,10
MN,55321,10
MN,55301,10
SC,29379,10
NY,14623,10
OH,43035,10
OH,43558,10
FL,33547,10
VA,23847,10
NY,14589,10
NC,27597,10
NC,28086,10
NY,14086,10
MA,02720,10
VA,24115,10
AZ,85140,10
VA,24450,10
MD,20782,10
MD,20738,10
AZ,85309,10
VT,05478,10
VT,05753,10
NY,13408,10
NC,28353,10
NC,28306,10
NC,28392,10
NY,13212,10
NC,27301,10
NC,27302,10
NC,27284,10
MN,55347,10
CO,80037,10
IL,60555,10
CO,80129,10
SC,29551,10
RI,02896,10
SC,29334,10
GA,31406,10
NY,11050,10
NY,11729,10
GA,30127,10
NE,68022,10
NE,68026,10
ND,58503,10
GA,30161,10
NY,12189,10
NY,11967,10
NY,11978,10
MA,02176,10
MA,02149,10
NY,11787,10
GA,30223,10
WI,53090,10
WI,53086,10
WI,53029,10
NC,28697,10
NC,28613,10
NC,28752,10
NY,11725,10
GA,30336,10
GA,30341,10
GA,39817,10
GA,31537,10
NJ,08232,10
IA,50021,10
GA,30828,10
NJ,08827,10
NJ,08753,10
NJ,07311,10
TN,38075,10
KY,40004,10
KS,66801,10
AL,35020,10
KY,41101,10
AK,99629,9
IA,50112,9
HI,96706,9
NJ,08210,9
NM,87420,9
NJ,08861,9
NJ,08855,9
NJ,08844,9
NJ,08822,9
NJ,08731,9
AL,36072,9
WI,54166,9
MA,01226,9
MA,01069,9
SC,29910,9
IL,60538,9
IL,60499,9
RI,02817,9
CO,80003,9
SC,29360,9
SC,29152,9
SC,29681,9
SC,29440,9
CA,95540,9
TN,38237,9
TN,38083,9
TX,75038,9
TX,75042,9
MI,49707,9
MI,49512,9
SC,29349,9
TN,37772,9
NH,03866,9
NH,03867,9
WI,54020,9
WI,53821,9
GA,30741,9
NM,88103,9
NJ,07006,9
NH,03865,9
MA,01376,9
AL,36340,9
NJ,07078,9
NV,89146,9
NV,89120,9
WI,53714,9
AL,36467,9
MA,01721,9
CO,80304,9
PA,19382,9
CO,80206,9
CO,80134,9
PA,19027,9
PA,19010,9
PA,19123,9
CO,80424,9
CA,94535,9
TX,75182,9
MI,49036,9
MI,49037,9
PA,19543,9
MN,55334,9
MN,55320,9
SC,29484,9
TX,75234,9
IA,50301-3023,9
MA,01867,9
NV,89423,9
WI,53172,9
MA,01890,9
GA,30294,9
PA,18403,9
PA,18407,9
CO,80634,9
MN,55438,9
MN,55442,9
PA,18612,9
MI,48519,9
MI,48501,9
MI,48377,9
TX,75965,9
MI,48867,9
IL,62234,9
NE,68008,9
NH,03235,9
NH,03106,9
NH,03076,9
NE,68731,9
NY,11901,9
WI,53114,9
MA,02132,9
MA,02127,9
NC,28461,9
NC,28379,9
MA,02151,9
AR,72342,9
WI,53018,9
WI,53007,9
CO,80919,9
PA,17856,9
IL,60290,9
MN,55616,9
TX,77351,9
CO,81505,9
CO,81402,9
CO,81230,9
PA,17256,9
TX,76204,9
TX,76097,9
TX,77008,9
TX,76645,9
IL,60463,9
TX,76203,9
NY,12828,9
GA,30062,9
NY,12533,9
MA,02215,9
MA,02150,9
NY,11980,9
AZ,85003,9
WA,98022,9
VT,05701,9
WA,98424,9
NY,13617,9
NY,13501,9
NY,13411,9
NC,28348,9
NC,28329,9
WA,98133,9
WA,98158,9
CT,06382,9
PA,16830,9
CT,06076,9
PA,16802,9
IL,60110,9
TX,77469,9
MI,48166,9
IL,62650,9
MN,55734,9
TX,77353,9
TX,77325,9
CA,93263,9
MN,56081,9
PA,17225,9
MN,55985,9
NC,27526,9
NY,14606,9
NC,28364,9
NY,13323,9
NY,13060,9
FL,34684,9
NY,13838,9
IA,51334,9
IA,51401,9
IA,51247,9
MD,20707,9
IN,47170,9
MD,20646,9
MA,02777,9
MA,02738,9
IA,50851,9
IA,51459,9
NC,27101,9
VA,24333,9
PA,15055,9
DC,20032,9
PA,15009,9
PA,15022,9
TX,77583,9
TX,78227,9
IN,46052,9
MI,48092,9
OR,97229-0000,9
MN,56502,9
MN,56347,9
MI,48152,9
TX,77803,9
IL,60068,9
PA,15425,9
IA,52057,9
NY,14760,9
NY,14733,9
OH,43160,9
OH,43410,9
AZ,85621,9
MT,59722,9
OH,43231,9
VA,23229,9
VA,23150,9
VA,23885,9
OH,44062,9
OH,43723,9
OH,44112,9
IA,52405,9
VA,22150,9
VA,22103,9
IN,46706,9
MS,39564,9
FL,33144,9
MD,21536,9
VA,22025,9
VA,20156,9
VA,22302,9
AZ,86413,9
OH,44657,9
OH,44515,9
MO,63379,9
ID,83706,9
OH,45680,9
OH,45631,9
FL,32202,9
ID,83861,9
CA,92307,9
CA,92247,9
MI,48026,9
OH,44251,9
MS,38834,9
MO,65712,9
FL,32614,9
OH,45036,9
OH,44890,9
MO,65355,9
OH,44236,9
OH,44460,9
OH,44483,9
OH,45133,9
OH,45140,9
UT,84333,9
UT,84302,9
UT,84116-6292,9
UT,84606,9
UT,84405,9
IN,46526,9
MD,21704,9
MO,64150,9
FL,32547,9
FL,32446,9
OH,45225,9
ID,83423,9
ID,83340,9
UT,84025,9
CA,91741,9
UT,84117,9
MO,65018,9
ID,83661,9
TX,78840,9
TX,78746,9
UT,84054-4275,9
WY,82001,9
AK,99734,9
AL,35661,9
AL,35611,9
AL,35045,9
KY,41144,9
NJ,07605,9
AL,35814,9
LA,70518,9
NJ,08110,9
NJ,08086,9
GA,31501,9
GA,31314,9
IL,61080,9
MN,55075,9
TN,37110,9
CA,95370,9
MN,55042,9
MN,55051,9
WI,54751-0368,9
WI,54755,9
WV,25430-9999,9
WI,54981,9
GA,31730,9
NJ,08009,9
NJ,07869,9
HI,96750,9
KY,40403,9
KS,67851,9
WY,82240,9
WY,82336,9
AK,99762,9
NJ,08109,8
WY,82414,8
WY,82201,8
AK,99752,8
NJ,08037,8
NJ,07871,8
NJ,07756,8
HI,96743,8
WV,25438,8
NV,89048,8
NJ,07045,8
NJ,07001,8
NH,03870,8
NY,10509,8
NY,10512,8
AL,36115,8
IL,61201,8
AL,36545,8
WI,53545-2182,8
MA,01532,8
MA,01373,8
WI,54115-5030,8
AL,36345,8
AL,36319,8
GA,30643,8
PA,19025,8
PA,19006,8
PA,19014,8
CO,80303,8
CO,80228,8
PA,19363,8
MN,55372,8
MA,01826,8
MI,49442,8
MI,49404,8
MI,49341,8
TX,75126,8
MI,49321,8
MI,49047,8
TX,76011,8
PA,19065,8
IN,46158,8
IN,46123,8
IN,46075,8
IN,46077,8
ME,04938,8
ME,04619,8
ME,04543,8
UT,04403,8
MO,65109,8
OH,44243,8
MS,38852,8
MS,38835,8
MO,65803,8
MO,65721,8
OR,97601,8
MN,56762,8
ME,04011,8
UT,84403,8
OH,44601,8
OH,44446,8
OH,44406,8
OH,44334,8
OH,44871,8
MO,65102,8
OH,45356,8
OH,45320,8
MO,64068,8
MO,63801,8
MO,63825,8
MO,63701,8
IN,46204,8
ME,04062,8
MT,59106,8
OH,43731,8
FL,33097,8
OH,44278,8
OH,44287,8
AZ,86314,8
AZ,86040,8
VA,22942,8
FL,32780,8
OH,44663,8
MD,21617,8
MD,21224,8
CA,90069,8
CA,90025,8
MD,21104,8
MD,21108,8
OK,73601,8
MO,63304,8
MO,63351,8
ID,83702,8
ID,83704,8
OH,44811,8
OH,44820,8
FL,32771,8
TX,79831,8
TX,79556,8
TX,79311,8
OH,45891,8
FL,32324,8
FL,32327,8
OH,45439,8
OK,74701,8
IL,60060,8
IL,60031,8
IL,60013,8
MN,56377,8
OR,97415,8
OR,97367,8
OR,97204-0000,8
DE,19709,8
OH,43031,8
NY,14838,8
IL,60088,8
ID,83805,8
MN,56619,8
MN,56649,8
CT,06516,8
PA,15215,8
OH,43110,8
OH,43065,8
FL,33470,8
FL,33480,8
IA,52162,8
NY,14519,8
NY,14304,8
FL,33775,8
VA,22812,8
VA,23955,8
AZ,85339,8
MD,20850,8
MT,59718-8381,8
OH,43219,8
FL,33545,8
OH,43140,8
TX,77029,8
TX,77512,8
MI,48186,8
MI,48167,8
MN,56320,8
PA,16121,8
PA,15501,8
CT,06129,8
PA,17202,8
PA,17050,8
IL,60139,8
MN,55904,8
MN,55806,8
PA,17745,8
PA,17603,8
TX,77040,8
IN,47172,8
IN,47129,8
NC,28081,8
NY,13856,8
NC,27562,8
IA,51106,8
NC,27361,8
NY,13662,8
DE,19804,8
PA,15003,8
PA,15010,8
IA,51546,8
MT,59923,8
AZ,85142,8
VT,05001,8
VA,24521,8
TX,76065,8
TX,76705,8
IL,62353,8
MI,48236,8
PA,17233,8
PA,17112,8
PA,18195,8
PA,17837,8
MN,55407,8
IL,60438,8
IL,60443,8
CA,93622,8
TX,76227,8
TX,76244,8
TX,76179,8
TX,76107,8
NY,12158,8
NY,12078,8
NY,12883,8
GA,30067,8
ND,58075,8
IA,50614,8
NC,28658,8
NC,28655,8
PA,16735,8
WA,98248,8
WA,98930,8
IN,47331,8
MA,02446,8
MA,02346,8
MA,02180,8
NY,12183,8
MI,48661,8
MI,48604,8
MI,48480,8
MI,48446,8
CA,93648,8
CA,93657,8
CA,93625,8
CO,80902,8
GA,30345,8
GA,30350,8
TX,75861,8
CA,94023,8
TX,75752,8
MI,48838,8
IL,62208,8
MI,48726,8
IN,47567,8
IN,47601,8
GA,30213,8
GA,30143,8
NY,11746,8
NE,68064,8
ND,58523,8
GA,30125,8
PA,17756,8
WI,53012,8
WA,99011,8
WA,99019,8
WI,53129-0000,8
WI,53042,8
MA,02171,8
MA,02138,8
NY,11020,8
GA,30442,8
GA,30434,8
NY,10956,8
NY,10553,8
NY,10566,8
NH,03584,8
MA,01776,8
WI,53219,8
MA,01906,8
MA,01913,8
IN,47993,8
GA,30606,8
GA,30553,8
NV,89820,8
NV,89501,8
NY,11548,8
NE,68787,8
MA,01938,8
AR,71711,8
AR,71801,8
WI,53207-6277,8
WI,53201-2178,8
WI,53404,8
CO,80807,8
PA,18343,8
PA,18966,8
PA,18976,8
CO,80620,8
PA,18651,8
GA,30236,8
NY,11563,8
GA,31006,8
NJ,07205,8
NJ,07310,8
NJ,07109,8
NJ,07114,8
HI,96707,8
NJ,08244,8
WV,25414,8
MA,01075,8
MA,01040,8
NJ,07436,8
GA,31046,8
NJ,08818,8
NJ,08625,8
NM,87117,8
GA,31036,8
SD,57717,8
CA,95620,8
MN,55105,8
RI,02893,8
PA,19605,8
AL,36092,8
AL,36078,8
WI,54130,8
MN,55014,8
MN,00000,8
CA,95134,8
CA,95038,8
CA,95024,8
TN,37389,8
MI,49601,8
RI,02919,8
TX,78957,8
TX,78834,8
UT,84037,8
UT,84029,8
UT,84098,8
IA,52776,8
IA,52738,8
OH,45406,8
WI,54914-3085,8
KY,41045,8
KY,41056,8
KY,41017,8
WY,82931,8
WV,26836-0539,8
WV,25901,8
MO,63144,8
HI,96797,8
AL,35802,8
WI,54665,8
WI,54603,8
LA,70448,8
LA,70380,8
LA,70121,8
WI,54915-9199,8
WV,25064,8
WI,54985,8
KS,67156,8
IL,61254,8
NJ,08079,8
NJ,08691,8
GA,31408,8
GA,31324,8
WY,82609,7
AK,99901,7
IN,46394,7
NY,13760,7
OH,43319,7
GA,30014,7
GA,30026,7
FL,34697,7
OH,43207,7
OH,43212,7
OH,43147,7
OH,43064,7
OH,43081,7
MD,21550,7
OH,44113,7
OH,44115,7
OH,43004,7
NY,14810,7
KY,41230,7
MN,55701,7
WI,54302-1807,7
WI,54229,7
AL,36003,7
AL,36361,7
WI,54868-2404,7
AL,36322,7
WI,54014,7
WI,53925,7
FL,33256,7
FL,33158,7
OH,44067,7
GA,30043,7
NY,12589,7
OH,43619,7
FL,33513,7
OH,43566,7
NY,12701,7
ME,04073,7
ME,04002,7
ME,04009,7
GA,30228,7
NY,12561,7
KY,42452,7
KY,42345,7
AL,36726,7
WI,53578,7
WI,53558,7
MN,56101,7
MN,56050,7
MN,56057,7
MN,56062,7
IL,60189,7
MN,55718,7
OH,45249,7
OH,44314,7
IN,46750,7
OH,44805,7
FL,32832,7
OH,45342,7
NY,11763,7
GA,30286,7
OH,44147,7
FL,32762,7
GA,30331,7
IN,46321,7
IN,46304,7
GA,30453,7
GA,30457,7
GA,30349,7
GA,30315,7
OH,45801,7
MD,20895,7
FL,32428,7
IN,46933,7
DE,19977,7
AR,71923,7
AR,72104,7
MN,56307,7
IL,60108,7
IL,60076,7
IL,60085,7
WI,53005-6043,7
WA,99326,7
KS,67260,7
KS,67301,7
WA,98926,7
AR,72450,7
AR,72336,7
AR,72209,7
WI,53711-5395,7
WA,98802,7
OK,74960,7
OR,97217-7638,7
OR,97204-2908,7
OR,97141,7
MD,20852,7
MD,20859,7
NY,10461,7
ME,04469,7
FL,32164,7
ME,04239,7
NY,10018,7
NV,89801,7
NV,89803,7
NV,89835,7
NV,89523,7
NV,89445,7
NV,89408,7
NV,89169,7
NV,89103,7
LA,70072,7
LA,70057,7
LA,70070,7
AR,72949,7
WA,98363,7
WA,98327,7
LA,70361,7
AR,72830,7
AR,72905,7
MN,56385,7
MN,56304,7
MI,48909,7
MN,56716,7
MN,56732,7
PA,15236,7
PA,15239,7
CT,06437,7
CT,06455,7
PA,15120,7
MD,20750,7
PA,15522,7
PA,15001,7
OR,97741,7
PA,15106,7
ME,04864,7
GA,31030,7
GA,31031,7
GA,31032,7
GA,31014,7
GA,31024,7
VA,23917,7
VA,23921,7
LA,70443,7
MO,64429,7
MO,63857,7
VA,23692,7
VA,23230,7
MO,63120,7
MO,63122,7
IL,62201,7
MO,63131,7
GA,31088,7
GA,30817,7
GA,30833,7
NM,87021,7
NJ,08888,7
NM,87410,7
CT,06075,7
CT,06078,7
CT,06084,7
GA,31079,7
GA,31087,7
PA,16037,7
PA,16365,7
PA,18052,7
PA,18002,7
PA,17860,7
PA,17830,7
PA,16063,7
VA,22939,7
VA,22807,7
VA,22611,7
ID,83202,7
ID,83440,7
VA,22729,7
VA,22427,7
LA,70769,7
CA,90255,7
UT,84721,7
UT,84738,7
CA,90720,7
VA,24293,7
VA,24134,7
VT,05491,7
CO,81401,7
NJ,08535,7
PA,17268,7
CT,06018,7
PA,17552,7
IN,46131,7
GA,31515,7
NJ,08809,7
NJ,08820,7
NJ,08833,7
NJ,08846,7
GA,31401,7
NJ,08527,7
NJ,08302,7
NJ,08608,7
UT,84060,7
CA,90748,7
MS,39553,7
MS,39560,7
TX,79714,7
CA,91337,7
CA,91730,7
MS,39168,7
MS,38902,7
CA,92123,7
CA,92131,7
TX,79902,7
MO,65807,7
MO,65251,7
IA,52577,7
IL,62024,7
GA,31705,7
GA,31601,7
IN,47374,7
IN,47320,7
PA,19041,7
CO,80813,7
CO,80759,7
PA,18447,7
PA,18424,7
PA,18222,7
PA,18705,7
MI,48076,7
NJ,08201,7
NJ,08070,7
GA,31833,7
GA,31902,7
GA,31774,7
TX,78681,7
TX,78704,7
TX,78624,7
TX,79066,7
TX,79549,7
IA,52101,7
IA,52033,7
CA,92236,7
TX,78412,7
TX,78727,7
MT,59417,7
MI,48504,7
MT,59255,7
MT,59047,7
IA,52353,7
MS,39760,7
MI,48025,7
NJ,08012,7
CO,80203,7
NJ,07882,7
MA,02532,7
MA,02370,7
SC,29406,7
SC,29410,7
CO,80437,7
CO,80403,7
CO,80230,7
CO,80246,7
IA,52175,7
MA,01103,7
TX,78219,7
TX,78204,7
MT,59859,7
CA,92688,7
CA,92693,7
CA,92653,7
MA,01240,7
MA,01093,7
TX,77566,7
TX,77845,7
MA,02136,7
SC,29627,7
SC,29526,7
PA,19372,7
CA,96160,7
PA,19562,7
MA,02188,7
NJ,07650,7
NJ,07656,7
HI,96819,7
PA,19526,7
PA,19533,7
CO,80127,7
NJ,07512,7
NJ,07446,7
NJ,07401,7
NJ,07091,7
NJ,07074,7
NJ,07081,7
SD,57747,7
CA,95611,7
NH,03878,7
NH,03301,7
SD,57101,7
SD,57770,7
NE,68850,7
CA,95652,7
TX,77015,7
MA,01473,7
CA,93230,7
CA,93245,7
IA,52002,7
TX,77022,7
TX,76661,7
TX,77036,7
MI,48390,7
NC,27540,7
MI,48334,7
MT,59911,7
IA,51560,7
TN,38184,7
TN,38052,7
NE,68510,7
NE,68450,7
TN,37643,7
MA,01940,7
MA,01950,7
TN,37885,7
CA,94806,7
CA,95307,7
CA,95066,7
NE,68310,7
NE,68128,7
NE,68048,7
NE,68061,7
TN,37334,7
TN,37189,7
MI,48301,7
NC,28227,7
NC,28365,7
MI,48317,7
IL,62278,7
TX,76402,7
CA,93561,7
NC,27870,7
IA,51360,7
TX,75243,7
KS,66061,7
TX,76009,7
TX,75852,7
TX,76137,7
TX,77478,7
TX,77481,7
TX,77423,7
CA,94005,7
TX,75456,7
IA,50677,7
NC,28711,7
MI,48164,7
ND,58554,7
ND,58270,7
MI,48240,7
MA,01746,7
TX,75154,7
TX,75074,7
ND,58121,7
MA,01801,7
CA,94538,7
MA,01835,7
NC,28645,7
NC,28451,7
NC,28345,7
TN,38382,7
MA,01749,7
WI,54942,7
WV,25601,7
WV,25526,7
WV,25301-1400,7
MN,55009,7
IL,61555,7
WV,24983,7
WV,24701,7
WI,54971,7
MI,49734,7
MI,49684,7
WY,82732,7
MI,49460,7
MI,49508,7
MI,49424,7
WY,82930,7
WY,82007,7
MI,49686,7
MI,49721,7
KS,67701,7
KS,67460,7
AL,35555,7
WI,54307-9042,7
AL,35899,7
IL,61701,7
IL,60510,7
MN,55336,7
WI,54456,7
MN,55013,7
MN,55106,7
IL,61074,7
IL,61010,7
MN,55316,7
WV,26537,6
MN,55130,6
MN,55315,6
MN,55331,6
MN,55307,6
IL,60423,6
IL,60544,6
MN,55349,6
WI,54456-1706,6
WI,54451,6
WI,54636,6
WI,54495-8036,6
WI,54487,6
WI,54474,6
KY,40769,6
KS,67502,6
WI,54669,6
AL,35674,6
WI,54901,6
NY,14132,6
WY,82401,6
AK,99603,6
IL,61362,6
MI,49548,6
IL,61523,6
MI,49348,6
IL,61520,6
WV,24740,6
WI,54935-4800,6
KY,41502,6
KY,41094,6
WI,54302,6
AL,36089,6
AL,36091,6
AL,36113,6
AL,36032,6
AL,36033,6
AL,35501,6
AL,36312,6
WI,53948,6
WI,54165,6
WI,54115-9070,6
AL,36375,6
AL,36421,6
AL,36310,6
GA,30075,6
OH,43543,6
OH,44041,6
OH,44030,6
OH,44003,6
OH,43920,6
OH,43612,6
MD,21226,6
MD,21901,6
NY,12508,6
NY,12528,6
NY,12423,6
ME,04086,6
ME,04038,6
NY,13027,6
GA,30045,6
TX,76837,6
TX,76550,6
TX,77098,6
CA,93446,6
TX,77341,6
CA,92860,6
CA,92870,6
IA,50423,6
MI,48375,6
MI,48382,6
MI,48383,6
IA,51105,6
NC,27408,6
NC,27409-,6
NC,27258,6
TX,77024,6
KS,66030,6
NE,68434,6
IA,50595,6
NE,68784,6
MI,48327,6
MI,48335,6
IA,51503,6
MI,48439,6
CA,95330,6
TN,37064,6
TN,37763,6
CA,95070,6
CA,95119,6
TN,37642,6
MA,01879,6
TN,37760,6
NJ,07662,6
NJ,07657,6
PA,19518,6
CA,95948,6
PA,19611,6
CA,96151,6
SC,29445,6
MA,02148,6
NJ,07087,6
NJ,07069,6
NJ,07044,6
NJ,07019,6
IN,46063,6
MI,48110,6
IA,50022,6
NJ,07660,6
IN,47713,6
IN,47715,6
SD,57274,6
SD,57551,6
SD,57451,6
SD,57469,6
NJ,07016,6
IA,50315,6
IA,50323,6
SC,29708,6
SC,29745,6
CA,95814,6
CA,95648,6
SD,57248,6
SC,29905,6
CA,95453,6
PA,19060,6
PA,19113,6
CO,80207,6
MA,02474,6
MA,02368,6
PA,19407,6
PA,19436,6
CO,80227,6
TX,78109,6
MT,59860,6
MT,59741,6
MT,59714,6
MT,59711,6
IA,52203,6
MI,48347,6
MI,48374,6
TX,77586,6
TX,77535,6
TX,77802,6
CA,92677,6
TX,78064,6
MA,01053,6
TX,78382,6
TX,78155,6
CA,95929-0024,6
SC,29631,6
SC,29575,6
SC,29597,6
TX,79106,6
TX,79109,6
TX,77656,6
TX,77568,6
TX,78504,6
TX,79401,6
TX,79316,6
TX,79338,6
MI,48034,6
CO,81008,6
PA,18064,6
PA,18302,6
MS,39601,6
MS,39602,6
MS,39702,6
MT,59427,6
MI,48603,6
MT,59102-2474,6
IA,52060,6
TX,78572,6
NJ,07930,6
GA,31788,6
GA,31709,6
MI,48088,6
MS,39563,6
IA,52247,6
MS,39350,6
MS,39571,6
CO,80214,6
CO,80205,6
NJ,07885,6
HI,96753,6
HI,96718,6
MI,48043,6
MI,48012,6
NJ,08023,6
CA,90623,6
CA,90633,6
CA,90660,6
GA,31535,6
GA,31326,6
GA,31404,6
NJ,08346,6
IN,46107,6
MS,39180,6
MS,38704,6
TX,79735,6
CA,91951,6
CA,91979,6
UT,84112,6
CA,91711,6
CA,92072,6
GA,31635,6
GA,31558,6
NJ,08221,6
MO,65802,6
MO,65738,6
MS,38668,6
MI,48750,6
MI,48653,6
PA,18706,6
PA,18707,6
MA,02630,6
CO,80901,6
PA,18915,6
PA,18936,6
CO,80621,6
PA,18644,6
LA,70737,6
VA,23124,6
VA,22851,6
ID,83333,6
MO,65804,6
PA,18013,6
PA,17857,6
PA,16254,6
VA,24555,6
VA,24551,6
CA,90254,6
CA,90714,6
AZ,86405,6
VA,22009,6
LA,71055,6
LA,70719,6
PA,17740,6
PA,17751,6
PA,17777,6
MA,02719,6
VA,24201,6
VA,24266,6
VT,05819,6
VT,05495,6
IN,46074,6
GA,31525,6
PA,17370,6
PA,17314,6
CO,81650,6
CO,81321,6
PA,17520,6
CO,81201,6
MO,64086,6
MO,63775,6
MO,63383,6
VA,23139,6
AZ,85344,6
VA,23842,6
VA,24430,6
LA,70601,6
ID,83637,6
ID,83611,6
IL,62206,6
IL,62223,6
IL,62035,6
ID,83672,6
ID,83616,6
MO,64507,6
GA,31201,6
NJ,08859,6
NJ,08889,6
ID,83867,6
MN,56751,6
ID,83835,6
ID,83844,6
ID,83631,6
PA,15931,6
PA,15437,6
PA,16229,6
MD,20688,6
MD,20706,6
IN,47201,6
IN,47006,6
PA,16901,6
VT,05855,6
WA,98273,6
LA,70394,6
LA,70079,6
WA,98661-0000,6
WA,98584,6
WA,98604,6
WA,98532,6
IL,60035,6
MI,48906,6
MN,56733,6
MN,56551,6
AR,72956,6
AZ,85001,6
AR,72834,6
WA,98062,6
PA,15069,6
MD,20763,6
PA,15136,6
PA,15461,6
NV,89106,6
GA,30730,6
GA,30746,6
GA,30662,6
NM,88345,6
NM,88401,6
NM,88031,6
NM,88081,6
DE,19707,6
PA,15025,6
CT,06840,6
CT,06612,6
AR,72201,6
AR,72015,6
LA,70032,6
KS,67217,6
WI,53129,6
IL,60101,6
IL,60103,6
IN,46805,6
AL,36590,6
AL,36606,6
AL,36442,6
AL,36507,6
WA,99114,6
AR,72701,6
WI,53039,6
AR,72316,6
NY,10580,6
NY,10532,6
NY,10502,6
GA,30538,6
OR,97116,6
FL,32178,6
OR,97205-3503,6
WI,53805,6
MO,63025,6
MO,63024,6
GA,30707,6
NV,89027,6
NV,89109,6
ME,04336,6
ME,04274,6
NY,10567,6
GA,30313,6
NY,11720,6
NY,11575,6
NY,11733,6
NY,11741,6
GA,30253,6
FL,32950,6
FL,32752,6
OK,73096,6
OK,74362,6
OK,74018,6
NY,10954,6
NY,10920,6
NY,11377,6
GA,30319,6
NY,11252,6
FL,32403,6
FL,32225,6
OH,45879,6
OH,45804,6
OH,45694,6
MD,20892,6
OK,73750,6
OK,73075,6
OR,97420-0000,6
OR,97402-0000,6
OR,97420,6
OR,97701-0000,6
FL,32043,6
IN,46992,6
OH,45415,6
OK,73446,6
AL,36853,6
AL,36854,6
KY,42431,6
KY,42351,6
WI,53598,6
WI,53813-9306,6
GA,30230,6
MD,55101,6
AL,36863,6
AL,36874,6
AL,36877,6
AL,36756,6
AR,71852,6
WI,53551,6
WI,53532,6
AR,71644,6
GA,30101,6
IL,60178,6
IL,60138,6
IL,60118,6
MI,49242,6
MI,49080,6
IL,60070,6
IL,60162,6
OH,44451,6
OH,44270,6
OH,45202,6
FL,32616,6
OH,45014,6
OH,45030,6
NY,12211,6
GA,30107,6
WY,83001,6
WY,82701,6
AL,35453,6
AK,99615,6
AK,99645,6
AK,99664,6
WY,82935,6
AL,35235,6
FL,34713,6
MD,21811,6
IN,46528,6
IN,46350,6
NY,14068,6
FL,33844,6
KY,40359,6
KY,40299,6
FL,33823,6
NY,14787,6
FL,33586,6
FL,33583,6
OH,43311,6
NY,13421,6
NY,13148,6
FL,34655,6
AL,36016,6
MN,55588,6
MN,55409,6
MI,49053,6
MN,55807,6
IL,60407,6
FL,33039,6
OH,44095,6
TX,76118,6
TX,76131,6
IA,51012,6
NC,28208,6
IL,62263,6
IA,50533,6
TN,37405,6
TN,37091,6
TX,75751,6
TX,75482,6
TX,75418,6
CA,94085-4521,6
KS,66105,6
KS,66062,6
KS,66067,6
KS,66053,6
TX,75024,6
TX,75039,6
TX,75247,6
TX,75212,6
TX,75082,6
ND,58006,6
MI,48185,6
ND,58835,6
WV,25419,6
WV,25301,6
NC,28650,6
TN,38375,6
TN,38340,6
MA,01719,6
KS,66202,6
MA,01564,6
MN,55012,5
AK,99611,5
AK,99669,5
WV,26554-1306,5
AL,35007,5
WV,26354,5
WV,26062-3639,5
WV,25419-4528,5
WV,25430-3002,5
WV,25064-2026,5
WI,54937-8609,5
MN,55001,5
IL,61601,5
MI,49779,5
IL,61550,5
IL,61554,5
MI,49455,5
MI,49456,5
MI,49412,5
MI,49660,5
AK,99559,5
WY,82834,5
IL,60455,5
IL,60447,5
KY,41097,5
WI,54304-4405,5
WI,54304-1969,5
WI,54157,5
AL,36426,5
AL,36260,5
IL,60152,5
IL,60155,5
IL,61614,5
IL,60412,5
IL,60404,5
MN,55719,5
MN,55720,5
MN,55721,5
WI,53701,5
WI,53583,5
AL,36851,5
AL,36732,5
WI,53214-4213,5
MN,56128,5
MN,56065,5
IL,60164,5
KS,67147,5
KS,67203,5
WI,53045-5937,5
AR,72764,5
AR,72602,5
AR,72632,5
AL,36535,5
KY,42210,5
NY,12553,5
NY,12511,5
NY,12051,5
NY,11793,5
GA,30176,5
OH,45243,5
OH,45066,5
IN,46755,5
OH,43606,5
FL,33421,5
OH,43502,5
GA,30090,5
GA,30052,5
GA,30082,5
NY,12590,5
ME,04072,5
OH,44074,5
FL,33166,5
MD,21202,5
OH,44056,5
OH,44054,5
OH,44022,5
OH,44017,5
OH,43601,5
FL,33826,5
OH,43011,5
NY,14901,5
NY,14744,5
OH,44116,5
FL,33054,5
OH,44081,5
FL,33359,5
NY,10710,5
OR,97002,5
OK,74728,5
