state,Zip,S&E,S&E-related,STEM Middle-skill
NC,55413,0,0,1
ND,58006,0,4,2
ND,58032,1,0,0
ND,58040,0,0,1
ND,58042,0,1,0
ND,58045,0,0,2
ND,58047,0,0,3
ND,58051,0,0,1
ND,58056,0,0,3
ND,58072,7,7,7
ND,58074,0,0,1
ND,58075,0,1,7
ND,58078,5,7,7
ND,58081,1,0,0
ND,58102,16,12,33
ND,58102-4727,0,0,1
ND,58103,62,78,62
ND,58104,9,6,8
ND,58106,1,0,1
ND,58107,0,0,1
ND,58108,1,0,1
ND,58121,5,1,1
ND,58201,0,1,4
ND,58202,1,4,17
ND,58203,0,0,1
ND,58204,0,1,0
ND,58220,3,0,0
ND,58237,0,0,1
ND,58251,0,0,2
ND,58270,0,6,1
ND,58301,0,7,7
ND,58316,0,2,0
ND,58318,0,4,0
ND,58335,0,1,0
ND,58367,0,1,0
ND,58401,5,0,8
ND,58402,0,0,2
ND,58421,2,2,1
ND,58426,0,0,1
ND,58474,0,4,0
ND,58481,0,0,2
ND,58501,0,3,2
ND,58502,0,0,1
ND,58503,4,3,3
ND,58504,4,1,8
ND,58507,41,55,15
ND,58523,0,0,8
ND,58538,2,0,1
ND,58554,2,2,3
ND,58575,0,1,0
ND,58601,3,3,14
ND,58602,2,7,14
ND,58622,0,0,1
ND,58639,0,0,1
ND,58640,0,0,2
ND,58646,0,5,0
ND,58647,0,1,0
ND,58701,5,3,7
ND,58702,0,0,1
ND,58703,0,1,1
ND,58704,1,16,13
ND,58705,0,2,2
ND,58718,0,0,1
ND,58721,0,0,1
ND,58722,0,3,0
ND,58761,0,4,0
ND,58763,1,0,1
ND,58770,0,0,1
ND,58773,0,0,3
ND,58784,0,3,0
ND,58790,0,3,2
ND,58801,8,25,47
ND,58831,0,0,1
ND,58835,0,0,6
ND,58847,0,0,1
ND,58849,0,4,1
ND,58854,6,1,5
NE,68003,0,4,1
NE,68005,41,16,0
NE,68007,0,3,2
NE,68008,2,3,4
NE,68017,0,3,0
NE,68022,4,6,0
NE,68023,0,0,1
NE,68025,0,0,1
NE,68026,0,8,2
NE,68028,0,0,1
NE,68037,0,1,1
NE,68039,0,2,0
NE,68048,0,7,0
NE,68057,0,2,0
NE,68061,1,6,0
NE,68064,1,2,5
NE,68066,0,4,1
NE,68069,0,2,0
NE,68071,0,1,0
NE,68102-2247,0,0,1
NE,68102-3204,0,1,0
NE,68104,2,12,3
NE,68105,2,0,0
NE,68108,0,1,1
NE,681112,0,0,1
NE,68113,27,1,4
NE,68114,0,2,1
NE,68117,0,1,4
NE,68123,0,1,0
NE,68127,0,3,2
NE,68127-1031,1,2,0
NE,68128,0,7,0
NE,68132,350,288,111
NE,68133,0,14,7
NE,68134,0,0,1
NE,68137,1,0,2
NE,68138,0,0,2
NE,68144,0,2,0
NE,68145,1,0,0
NE,68154,0,0,4
NE,68183,2,1,1
NE,68303,0,1,0
NE,68305,0,3,0
NE,68310,0,4,3
NE,68333,7,2,8
NE,68352,0,8,3
NE,68355,0,2,1
NE,68359,1,0,0
NE,68361,1,0,1
NE,68366,0,0,1
NE,68372,0,3,0
NE,68405,0,1,0
NE,68410,4,7,3
NE,68420,0,0,1
NE,68430,0,1,0
NE,68434,0,5,1
NE,68446,0,0,1
NE,68450,0,6,1
NE,68462,4,0,1
NE,68466,0,1,0
NE,68467,1,5,8
NE,68501,0,1,1
NE,68502,6,3,3
NE,68503,82,93,45
NE,68505,0,5,0
NE,68507,0,0,3
NE,68508,3,1,1
NE,68510,5,1,1
NE,68521,0,1,1
NE,68522,0,0,1
NE,68524,0,0,1
NE,68588-0442,1,0,1
NE,68601,8,20,36
NE,68602,7,10,35
NE,68602-0036,0,0,1
NE,68620,0,5,0
NE,68629,0,3,0
NE,68632,0,0,1
NE,68637,0,0,1
NE,68638,0,3,0
NE,68661,0,6,13
NE,68662,0,0,2
NE,68701,0,2,3
NE,68702,3,16,11
NE,68713,0,4,1
NE,68729,0,1,0
NE,68731,0,4,5
NE,68739,0,1,0
NE,68748,0,0,5
NE,68756,0,5,0
NE,68763,0,0,2
NE,68766,0,0,1
NE,68770,0,1,0
NE,68776,6,11,7
NE,68784,0,0,6
NE,68786,0,1,0
NE,68787,1,4,3
NE,68801,0,0,3
NE,68802,4,52,10
NE,68802-4903,1,0,0
NE,68803,1,5,14
NE,68803-1605,0,1,0
NE,68810,0,0,1
NE,68818,0,0,3
NE,68822,1,8,19
NE,68832,0,2,1
NE,68840,0,0,1
NE,68845,1,3,0
NE,68847,0,3,1
NE,68848,1,49,9
NE,68849-2380,1,1,0
NE,68850,0,1,6
NE,68862,0,0,3
NE,68863,0,0,1
NE,68869,0,4,1
NE,68873,0,2,0
NE,68883,0,2,0
NE,68901,0,8,12
NE,68922,0,2,2
NE,68927,0,1,0
NE,68933,2,0,0
NE,68949,0,1,11
NE,68970,0,0,1
NE,68978,1,0,0
NE,69001,3,0,2
NE,69033,0,1,2
NE,69101,0,1,1
NE,69103,4,20,6
NE,69130,0,2,0
NE,69138,0,0,1
NE,69153,0,5,5
NE,69162,3,6,3
NE,69165,0,3,0
NE,69201,0,10,0
NE,69301,2,28,13
NE,69336,1,0,3
NE,69337,2,14,4
NE,69339,0,1,0
NE,69341,1,0,4
NE,69343,1,3,1
NE,69347,0,2,0
NE,69348,0,0,1
NE,69360,0,0,1
NE,69361,0,5,8
NE,69363,0,18,3
NH,01545,0,0,1
NH,03031,0,3,1
NH,03036,0,1,0
NH,03038,0,6,5
NH,03043,0,0,1
NH,03044,0,1,0
NH,03051,55,6,3
NH,03053,6,5,19
NH,03054,109,36,13
NH,03055,0,9,4
NH,03060,1,0,1
NH,03061,257,54,25
NH,03063,0,1,2
NH,03070,0,0,1
NH,03076,1,0,8
NH,03077,1,1,3
NH,03079,11,6,43
NH,03086,0,1,1
NH,03087,0,1,0
NH,03101,1,0,0
NH,03103,79,69,18
NH,03106,2,3,4
NH,03110,7,22,10
NH,03220,1,2,1
NH,03222,0,1,0
NH,03229,0,0,5
NH,03234,0,1,0
NH,03235,0,9,0
NH,03244,0,2,0
NH,03246,1,0,0
NH,03247,1,8,4
NH,03249,0,1,0
NH,03253,2,1,0
NH,03254,0,0,2
NH,03256,0,0,1
NH,03257,0,2,0
NH,03264,0,0,1
NH,03275,0,0,2
NH,03276,0,2,11
NH,03301,4,2,1
NH,03302,27,29,3
NH,03304,0,0,3
NH,03431,2,17,6
NH,03446,1,0,1
NH,03452,2,1,9
NH,03458,0,4,10
NH,03467,1,0,0
NH,03470,0,3,0
NH,03561,0,2,12
NH,03570,0,4,0
NH,03576,0,1,0
NH,03580,0,3,0
NH,03584,0,8,0
NH,03602,0,0,1
NH,03741,0,0,1
NH,03743,3,8,6
NH,03748,2,0,0
NH,03755,133,69,5
NH,03766,18,72,5
NH,03784,0,0,2
NH,03801,49,9,17
NH,03805,12,12,6
NH,03820,3,5,19
NH,03821,3,18,0
NH,03824,0,3,1
NH,03825,1,0,0
NH,03833,7,7,3
NH,03835,1,0,1
NH,03843,1,6,5
NH,03858,1,0,0
NH,03860,3,15,0
NH,03862,1,1,0
NH,03865,0,0,9
NH,03866,4,4,1
NH,03867,0,1,8
NH,03870,1,1,6
NH,03874,17,1,3
NH,03878,1,3,3
NH,03885,0,1,4
NH,03894,3,12,0
NJ,00000,1,9,0
NJ,07001,3,4,1
NJ,07002,1,0,4
NJ,07003,24,4,1
NJ,07004,9,7,2
NJ,07005,1,0,0
NJ,07006,3,2,4
NJ,07007,18,3,4
NJ,07008,0,4,8
NJ,07009,1,8,1
NJ,07011,25,20,4
NJ,07012,1,0,0
NJ,07013,0,0,3
NJ,07016,1,2,3
NJ,07017,0,1,0
NJ,07018,0,0,1
NJ,07019,0,4,2
NJ,07020,1,1,0
NJ,07021,0,1,0
NJ,07022,0,0,1
NJ,07023,0,1,0
NJ,07024,3,1,0
NJ,07026,0,2,1
NJ,07029,0,0,1
NJ,07030,32,3,4
NJ,07032,0,0,2
NJ,07033,11,0,2
NJ,07035,0,0,2
NJ,07036,5,5,5
NJ,07039,17,91,3
NJ,07040,1,0,0
NJ,07041,0,2,0
NJ,07042,0,1,0
NJ,07043,1,1,0
NJ,07044,0,6,0
NJ,07045,0,3,5
NJ,07047,1,1,2
NJ,07050,0,1,0
NJ,07051,0,0,1
NJ,07052,5,13,1
NJ,07054,302,32,20
NJ,07055,0,1,2
NJ,07057,0,1,0
NJ,07058,4,4,5
NJ,07059,87,4,0
NJ,07060,0,1,0
NJ,07061,0,1,2
NJ,07062,1,0,1
NJ,07064,1,0,0
NJ,07065,24,11,1
NJ,07066,25,4,2
NJ,07067,0,0,1
NJ,07068,56,10,1
NJ,07069,1,3,2
NJ,07070,2,0,0
NJ,07071,10,5,3
NJ,07072,12,2,1
NJ,07073,5,8,2
NJ,07074,4,0,3
NJ,07077,0,0,2
NJ,07078,7,0,2
NJ,07079,2,0,0
NJ,07080,19,15,9
NJ,07081,2,3,2
NJ,07082,2,0,0
NJ,07083,11,6,10
NJ,07086,22,3,0
NJ,07087,5,0,1
NJ,07088,0,0,1
NJ,07090,0,1,0
NJ,07091,1,3,3
NJ,07092,0,2,0
NJ,07093,0,1,1
NJ,07094,20,11,15
NJ,07095,29,1,2
NJ,07097,43,7,2
NJ,07101,20,35,2
NJ,07102,98,73,21
NJ,07103,0,1,0
NJ,07104,31,8,5
NJ,07105,1,1,2
NJ,07109,0,7,1
NJ,07110,1,0,2
NJ,07114,0,4,4
NJ,07201,0,4,8
NJ,07202,0,1,2
NJ,07203,0,1,0
NJ,07204,0,1,0
NJ,07205,0,0,8
NJ,07206,0,0,1
NJ,07207,6,3,9
NJ,07302,54,13,1
NJ,07305,1,0,1
NJ,07306,18,0,2
NJ,07308,369,62,15
NJ,07310,5,0,3
NJ,07311,8,2,0
NJ,07401,6,1,0
NJ,07403,0,2,0
NJ,07405,0,1,1
NJ,07407,8,3,2
NJ,07410,7,8,3
NJ,07416,0,0,1
NJ,07417,65,17,8
NJ,07424,7,4,1
NJ,07428,0,0,1
NJ,07430,31,5,12
NJ,07436,5,0,3
NJ,07444,0,0,1
NJ,07446,6,1,0
NJ,07451,1,14,1
NJ,07452,1,1,0
NJ,07457,1,0,0
NJ,07458,3,1,0
NJ,07461,1,2,0
NJ,07462,1,0,1
NJ,07463,0,1,0
NJ,07470,29,19,12
NJ,07480,0,0,1
NJ,07495,4,0,0
NJ,07501,1,0,0
NJ,07503,0,3,0
NJ,07505,0,0,1
NJ,07506,0,0,1
NJ,07509,6,7,11
NJ,07510,1,1,0
NJ,07511,10,2,2
NJ,07512,1,3,3
NJ,07601,12,156,5
NJ,07602,6,62,16
NJ,07604,0,1,0
NJ,07605,5,1,3
NJ,07606,0,0,2
NJ,07608,3,0,8
NJ,07621,1,0,0
NJ,07626,0,0,1
NJ,07630,0,4,0
NJ,07631,2,10,0
NJ,07632,12,1,11
NJ,07641,0,0,1
NJ,07644,0,1,1
NJ,07645,54,7,3
NJ,07647,12,0,1
NJ,07649,1,1,0
NJ,07650,0,1,6
NJ,07652,15,5,10
NJ,07656,5,2,0
NJ,07657,1,1,4
NJ,07660,5,0,1
NJ,07661,0,1,1
NJ,07662,3,2,1
NJ,07663,83,10,7
NJ,07666,24,10,0
NJ,07675,5,0,0
NJ,07677,21,6,0
NJ,07701,86,107,2
NJ,07702,5,11,0
NJ,07712,0,2,1
NJ,07716,0,1,0
NJ,07719,9,24,5
NJ,07721,0,0,2
NJ,07722,0,1,0
NJ,07724,22,11,3
NJ,07726,2,1,1
NJ,07727,2,1,0
NJ,07728,13,58,7
NJ,07730,1,3,1
NJ,07731,1,0,3
NJ,07732,0,0,1
NJ,07733,5,42,0
NJ,07738,1,1,0
NJ,07740,1,47,2
NJ,07746,0,3,1
NJ,07747,54,12,7
NJ,07748,27,4,3
NJ,07751,2,1,1
NJ,07753,6,120,4
NJ,07756,0,7,1
NJ,07757,1,2,0
NJ,07764,3,0,0
NJ,07799,12,11,1
NJ,07801,8,9,4
NJ,07803,0,0,1
NJ,07806,8,2,2
NJ,07821,1,0,0
NJ,07823,0,1,0
NJ,07828,2,3,0
NJ,07830,2,1,0
NJ,07834,0,8,2
NJ,07836,10,3,3
NJ,07840,7,22,8
NJ,07847,0,1,0
NJ,07848,0,0,1
NJ,07849,0,0,1
NJ,07850,0,0,1
NJ,07852,0,2,2
NJ,07856,2,0,1
NJ,07860,4,13,6
NJ,07866,8,0,2
NJ,07869,4,4,1
NJ,07871,1,5,2
NJ,07876,0,0,5
NJ,07882,1,2,4
NJ,07885,2,4,0
NJ,07901,13,1,0
NJ,07902,0,1,0
NJ,07920,139,12,4
NJ,07921,30,4,0
NJ,07922,30,8,0
NJ,07924,3,0,1
NJ,07927,1,0,0
NJ,07928,0,0,3
NJ,07930,3,3,0
NJ,07931,2,0,0
NJ,07932,187,10,6
NJ,07934,1,0,0
NJ,07936,45,24,8
NJ,07938,37,6,2
NJ,07939,1,2,0
NJ,07940,9,14,2
NJ,07945,3,1,0
NJ,07950,15,10,1
NJ,07960,110,34,15
NJ,07974,56,4,0
NJ,07977,15,3,4
NJ,07981,27,11,0
NJ,08002,3,14,1
NJ,08003,3,0,0
NJ,08005,1,1,0
NJ,08007,0,1,2
NJ,08009,0,9,0
NJ,08010,6,0,9
NJ,08012,0,3,4
NJ,08014,0,3,2
NJ,08016,10,27,7
NJ,08021,0,1,3
NJ,08022,0,1,0
NJ,08023,3,1,2
NJ,08028,16,4,9
NJ,08031,0,1,1
NJ,08033,1,0,0
NJ,08034,22,38,6
NJ,08036,0,4,0
NJ,08037,0,3,5
NJ,08038,2,0,1
NJ,08043,7,130,2
NJ,08045,0,2,0
NJ,08046,0,11,1
NJ,08048,1,2,1
NJ,08050,0,37,2
NJ,08051,0,1,1
NJ,08052,2,10,5
NJ,08053,10,45,4
NJ,08054,180,100,13
NJ,08055,1,3,0
NJ,08056,0,0,1
NJ,08057,47,55,15
NJ,08059,0,0,2
NJ,08060,0,76,4
NJ,08062,0,1,0
NJ,08066,6,3,3
NJ,08069,0,1,0
NJ,08070,0,6,1
NJ,08075,0,1,4
NJ,08077,3,10,4
NJ,08079,0,7,1
NJ,08080,0,22,1
NJ,08081,0,1,2
NJ,08084,0,17,0
NJ,08085,5,3,21
NJ,08086,0,7,2
NJ,08087,0,1,0
NJ,08091,0,0,3
NJ,08093,1,0,0
NJ,08094,0,2,3
NJ,08096,0,19,4
NJ,08097,0,1,0
NJ,08098,0,1,0
NJ,08099,1,1,2
NJ,08100,1,1,0
NJ,08101,13,4,2
NJ,08103,24,225,22
NJ,08104,1,0,2
NJ,08106,0,3,1
NJ,08107,0,0,1
NJ,08108,0,1,2
NJ,08109,1,6,1
NJ,08110,3,2,4
NJ,08201,3,1,3
NJ,08203,0,4,0
NJ,08204,0,11,1
NJ,08205,4,4,7
NJ,08210,0,9,0
NJ,08212,0,1,0
NJ,08214,0,1,0
NJ,08215,0,2,0
NJ,08217,0,1,0
NJ,08221,5,1,0
NJ,08223,0,1,1
NJ,08225,0,4,0
NJ,08226,0,1,0
NJ,08230,0,1,0
NJ,08232,3,1,6
NJ,08234,14,12,18
NJ,08241,0,1,0
NJ,08242,0,2,0
NJ,08243,0,1,0
NJ,08244,0,8,0
NJ,08247,0,1,0
NJ,08250,0,0,1
NJ,08251,0,1,0
NJ,08260,0,1,0
NJ,08270,0,1,1
NJ,08302,0,1,6
NJ,08310,0,1,0
NJ,08319,0,1,0
NJ,08322,0,0,1
NJ,08330,0,2,1
NJ,08332,2,30,7
NJ,08343,0,0,1
NJ,08346,6,0,0
NJ,08360,0,6,9
NJ,08401,4,0,1
NJ,08402,0,1,1
NJ,08403,0,1,0
NJ,08404,14,9,2
NJ,08406,0,1,0
NJ,08501,0,1,0
NJ,08502,0,1,1
NJ,08505,0,0,4
NJ,08510,0,0,1
NJ,08512,25,11,19
NJ,08518,1,0,0
NJ,08520,6,7,7
NJ,08525,12,1,2
NJ,08527,0,6,1
NJ,08530,2,0,0
NJ,08534,58,4,7
NJ,08535,0,0,7
NJ,08536,38,19,2
NJ,08540,72,31,9
NJ,08542,225,90,23
NJ,08543,4,0,1
NJ,08544,23,11,2
NJ,08558,5,0,0
NJ,08560,11,5,2
NJ,08562,10,1,3
NJ,08601,10,20,3
NJ,08608,0,5,2
NJ,08610,1,4,0
NJ,08611,0,1,0
NJ,08619,3,1,0
NJ,08625,4,3,1
NJ,08628,52,7,4
NJ,08629,113,50,21
NJ,08638,0,1,0
NJ,08640,28,2,4
NJ,08641,0,1,0
NJ,08648,11,12,5
NJ,08691,2,2,4
NJ,08701,3,18,13
NJ,08723,0,45,0
NJ,08724,3,37,2
NJ,08731,2,3,4
NJ,08733,43,4,6
NJ,08735,0,1,0
NJ,08736,2,1,0
NJ,08742,2,3,0
NJ,08753,2,7,1
NJ,08755,0,73,1
NJ,08757,5,15,9
NJ,08758,0,2,0
NJ,08759,1,19,5
NJ,08805,1,1,1
NJ,08807,178,36,19
NJ,08809,4,3,0
NJ,08810,4,1,10
NJ,08816,42,5,10
NJ,08817,28,16,6
NJ,08818,1,5,2
NJ,08820,6,1,0
NJ,08822,1,5,3
NJ,08827,5,5,0
NJ,08830,66,14,9
NJ,08831,15,16,9
NJ,08832,1,1,1
NJ,08833,4,2,1
NJ,08835,0,1,0
NJ,08837,22,3,2
NJ,08840,3,0,0
NJ,08844,4,2,3
NJ,08846,2,4,1
NJ,08848,0,1,1
NJ,08850,0,0,4
NJ,08852,10,6,3
NJ,08853,3,0,0
NJ,08854,140,15,10
NJ,08855,4,2,3
NJ,08857,3,0,2
NJ,08859,6,0,0
NJ,08861,2,1,6
NJ,08863,0,0,1
NJ,08865,1,20,1
NJ,08869,30,15,2
NJ,08871,0,0,2
NJ,08872,2,0,0
NJ,08873,137,139,14
NJ,08875,1,0,1
NJ,08876,52,37,20
NJ,08879,3,0,0
NJ,08882,0,2,1
NJ,08884,0,0,1
NJ,08886,3,0,2
NJ,08888,4,3,0
NJ,08889,6,0,0
NJ,08899,106,20,12
NJ,08901,90,199,48
NJ,08902,31,20,19
NJ,08904,3,0,1
NJ,10004,1,0,0
NJ,34021,0,1,0
NJ,91766,1,0,0
NM,79913,1,0,0
NM,87002,0,5,0
NM,87004,0,0,1
NM,87016,0,2,0
NM,87020,0,9,2
NM,87021,1,5,1
NM,87031,0,1,2
NM,87035,0,0,1
NM,87045,0,1,0
NM,87102,0,1,0
NM,87108,0,1,0
NM,87117,7,1,0
NM,87144,2,33,4
NM,87190,299,285,67
NM,87305,2,21,3
NM,87325,0,2,0
NM,87327,2,0,0
NM,87410,0,6,1
NM,87413,0,0,2
NM,87420,0,8,1
NM,87499,4,12,6
NM,87501,45,26,20
NM,87528,0,0,2
NM,87533,0,25,0
NM,87544,3782,892,118
NM,87571,0,3,1
NM,87701,0,3,0
NM,87714,0,0,1
NM,87740,0,3,0
NM,87801,0,1,1
NM,88002,16,2,6
NM,88006,33,46,8
NM,88008,0,0,1
NM,88031,0,4,2
NM,88032,0,0,2
NM,88061,0,4,0
NM,88065,1,0,2
NM,88081,0,4,2
NM,88101,6,22,1
NM,88103,8,0,1
NM,88115,0,0,2
NM,88130,0,3,1
NM,88201,1,23,6
NM,88211,3,1,6
NM,88221,2,11,13
NM,88231,1,0,0
NM,88241,2,20,5
NM,88260,0,4,0
NM,88310,0,1,2
NM,88330,0,1,0
NM,88342,0,1,1
NM,88345,0,4,2
NM,88401,0,5,1
NV,89001,0,1,0
NV,89004,0,0,1
NV,89005,1,2,2
NV,89008,0,1,0
NV,89011,0,0,5
NV,89014,0,0,1
NV,89015,0,0,2
NV,89018,14,3,5
NV,89019,2,1,2
NV,89025,0,0,1
NV,89027,1,5,0
NV,89028,0,0,1
NV,89030,1,2,8
NV,89032,1,2,2
NV,89044,0,0,1
NV,89048,0,8,0
NV,89049,2,0,1
NV,89052,1,3,1
NV,89061,0,0,1
NV,89077,19,34,18
NV,89086,6,51,21
NV,89101,2,2,10
NV,89102,327,737,208
NV,89103,1,1,5
NV,89104,0,0,1
NV,89106,4,0,2
NV,89107,2,0,0
NV,89108,0,0,4
NV,89109,3,0,3
NV,89111,0,1,2
NV,89113,0,0,2
NV,89115,0,0,3
NV,89117,0,0,1
NV,89118,5,2,11
NV,89119,4,0,6
NV,89120,3,0,6
NV,89121,1,1,1
NV,89122,0,0,1
NV,89128,1,0,0
NV,89129,0,1,2
NV,89130,0,0,1
NV,89131,0,0,1
NV,89145,0,0,1
NV,89146,4,2,3
NV,89148,0,2,0
NV,89154,7,3,4
NV,89169,2,3,2
NV,89191,14,1,3
NV,89301,0,0,3
NV,89406,9,6,6
NV,89408,1,1,5
NV,89410,0,0,2
NV,89415,0,0,3
NV,89419,0,1,0
NV,89421,0,1,0
NV,89423,7,0,2
NV,89431,0,0,5
NV,89432,1,0,0
NV,89434,2,2,12
NV,89435,26,15,23
NV,89438,0,0,1
NV,89439,0,0,4
NV,89442,0,1,0
NV,89445,3,2,2
NV,89448,0,1,1
NV,89449,0,1,2
NV,89451,1,0,0
NV,89460,0,0,2
NV,89501,1,1,6
NV,89502,10,5,15
NV,89503,0,1,0
NV,89505,167,347,65
NV,89506,0,0,3
NV,89511,0,0,3
NV,89512,0,0,2
NV,89521,1,0,4
NV,89523,1,0,6
NV,89701,1,0,1
NV,89703,21,7,5
NV,89706,0,0,3
NV,89801,0,0,7
NV,89803,1,2,4
NV,89820,4,2,2
NV,89822,3,3,11
NV,89835,3,2,2
NV,98434,0,0,1
NY,10001,1,1,2
NY,10004,0,0,1
NY,10005,1,0,0
NY,10007,1,0,1
NY,10011,1,0,0
NY,10012,0,1,0
NY,10016,0,1,0
NY,10017,3,0,0
NY,10018,4,3,0
NY,10019,0,0,1
NY,10022,1,0,0
NY,10026,0,0,1
NY,10027,0,1,0
NY,10035,0,0,1
NY,10036,1,0,1
NY,10105,1,0,0
NY,10150,1,1,1
NY,10165,19,6,1
NY,10167,246,42,23
NY,10173,1,0,0
NY,10175,180,63,18
NY,10176,3108,1061,382
NY,10279,0,1,0
NY,10312,0,0,1
NY,10314,6,59,13
NY,10458,1,0,0
NY,10460,10,63,22
NY,10461,0,1,6
NY,10462,0,0,1
NY,10471,0,2,0
NY,10501,0,0,2
NY,10502,3,2,1
NY,10504,2,0,0
NY,10506,1,0,0
NY,10507,0,0,1
NY,10509,2,1,5
NY,10510,1,0,0
NY,10511,1,0,0
NY,10512,0,4,4
NY,10519,0,0,1
NY,10520,0,0,2
NY,10522,1,0,0
NY,10523,3,12,15
NY,10528,23,0,0
NY,10532,3,2,1
NY,10533,1,0,0
NY,10543,29,8,0
NY,10548,1,2,1
NY,10549,0,4,0
NY,10550,1,0,2
NY,10553,1,3,4
NY,10560,0,1,2
NY,10562,1,0,1
NY,10566,0,2,6
NY,10567,0,6,0
NY,10570,1,0,3
NY,10573,4,9,4
NY,10577,26,0,1
NY,10580,5,0,1
NY,10583,0,2,2
NY,10589,18,0,1
NY,10591,72,16,12
NY,10594,1,0,1
NY,10595,12,8,2
NY,10598,40,0,0
NY,10601,0,0,1
NY,10603,2,0,0
NY,10604,0,1,0
NY,10605,0,1,0
NY,10606,31,14,19
NY,10701,16,13,6
NY,10708,0,0,1
NY,10710,0,0,5
NY,10801,5,5,3
NY,10910,0,1,0
NY,10911,1,0,0
NY,10913,1,0,1
NY,10917,0,0,1
NY,10918,2,1,2
NY,10920,1,1,4
NY,10921,1,0,0
NY,10924,2,0,3
NY,10925,0,1,0
NY,10927,0,0,2
NY,10940,39,46,13
NY,10941,0,0,3
NY,10949,0,2,2
NY,10952,0,1,0
NY,10953,1,0,0
NY,10954,1,3,2
NY,10956,2,5,1
NY,10960,0,2,0
NY,10962,14,11,7
NY,10964,1,0,0
NY,10965,99,12,2
NY,10970,1,0,0
NY,10973,0,0,1
NY,10977,1,13,2
NY,10983,0,0,3
NY,10984,0,0,1
NY,10989,1,0,0
NY,10990,1,1,0
NY,10993,0,3,0
NY,10994,2,0,1
NY,10996,7,12,5
NY,11002,1,0,0
NY,11003,0,0,1
NY,11004,2,11,0
NY,11020,6,2,0
NY,11026,2,11,0
NY,11030,6,72,1
NY,11040,28,88,3
NY,11050,4,3,3
NY,11101,1,0,0
NY,11102,1,0,4
NY,11104,0,0,1
NY,11109,151,29,28
NY,11201,12,1,2
NY,11212,0,1,0
NY,11215,1,0,0
NY,11218,1,0,0
NY,11225,140,116,57
NY,11233,0,0,1
NY,11234,0,0,1
NY,11252,4,0,2
NY,11354,1,0,0
NY,11355,3,7,8
NY,11356,3,2,7
NY,11368,1,0,0
NY,11372,0,1,0
NY,11374,0,1,0
NY,11375,3,20,1
NY,11377,2,0,4
NY,11378,1,0,0
NY,11379,1,0,1
NY,11380,0,0,1
NY,11385,0,0,1
NY,11411,0,3,0
NY,11414,0,1,0
NY,11415,20,14,11
NY,11418,0,1,3
NY,11420,0,3,2
NY,11426,0,1,0
NY,11428,0,2,2
NY,11430,0,1,0
NY,11432,0,1,0
NY,11433,4,7,21
NY,11435,0,1,1
NY,11501,34,6,4
NY,11510,1,1,0
NY,11518,0,1,3
NY,11520,2,2,1
NY,11530,0,1,0
NY,11531,3,7,7
NY,11542,2,18,1
NY,11545,1,0,0
NY,11548,0,8,0
NY,11550,0,2,2
NY,11553,17,0,2
NY,11554,0,2,1
NY,11557,0,0,1
NY,11559,3,0,0
NY,11561,0,0,1
NY,11563,0,8,0
NY,11565,0,1,0
NY,11566,0,1,0
NY,11568,3,1,0
NY,11572,0,0,1
NY,11575,3,2,1
NY,11579,1,0,0
NY,11580,0,5,0
NY,11582,0,19,2
NY,11590,5,12,11
NY,11693,0,1,0
NY,11701,15,4,1
NY,11702,2,0,0
NY,11703,0,1,1
NY,11704,0,0,4
NY,11705,0,2,3
NY,11706,1,29,0
NY,11710,0,3,0
NY,11713,0,0,1
NY,11714,12,0,0
NY,11716,45,7,23
NY,11717,2,4,5
NY,11719,1,0,2
NY,11720,0,2,4
NY,11722,0,1,3
NY,11724,9,11,0
NY,11725,3,5,2
NY,11726,0,1,1
NY,11727,0,1,2
NY,11729,3,1,6
NY,11730,0,0,1
NY,11731,0,1,0
NY,11732,0,1,0
NY,11733,0,6,0
NY,11735,45,6,14
NY,11738,0,1,1
NY,11739,0,2,1
NY,11740,0,1,0
NY,11741,3,0,3
NY,11742,10,1,0
NY,11743,8,14,0
NY,11746,1,3,4
NY,11747,230,60,16
NY,11749,28,5,1
NY,11751,2,0,0
NY,11753,3,0,1
NY,11755,0,0,2
NY,11756,0,0,1
NY,11757,0,1,1
NY,11758,0,0,1
NY,11763,0,7,0
NY,11764,0,1,0
NY,11767,0,1,1
NY,11768,0,4,0
NY,11771,0,1,1
NY,11772,1,2,2
NY,11776,1,1,0
NY,11777,0,14,1
NY,11779,5,5,10
NY,11780,0,0,3
NY,11782,0,0,1
NY,11787,6,3,1
NY,11788,26,20,11
NY,11790,29,53,4
NY,11791,2,10,3
NY,11792,0,0,1
NY,11793,0,1,4
NY,11795,0,1,0
NY,11797,0,2,0
NY,11798,0,0,2
NY,11801,20,7,10
NY,11803,8,31,5
NY,11804,0,0,1
NY,11901,0,6,3
NY,11930,1,0,0
NY,11933,2,0,0
NY,11934,0,1,0
NY,11940,0,1,0
NY,11957,0,0,1
NY,11962,0,1,0
NY,11967,5,2,3
NY,11969,0,0,1
NY,11973,16,8,0
NY,11978,7,0,3
NY,11980,0,2,7
NY,12009,0,1,1
NY,12010,7,5,13
NY,12020,63,10,9
NY,12029,1,0,1
NY,12033,0,1,2
NY,12043,0,1,0
NY,12047,0,2,1
NY,12051,1,2,2
NY,12053,0,1,0
NY,12054,3,0,0
NY,12056,0,2,1
NY,12065,9,4,14
NY,12072,0,0,1
NY,12076,0,0,1
NY,12077,0,1,1
