state,Zip,S&E,S&E-related,STEM Middle-skill
NY,12078,4,4,0
NY,12082,1,0,0
NY,12083,1,0,0
NY,12090,0,1,0
NY,12095,2,0,25
NY,12110,25,10,6
NY,12116,0,0,1
NY,12118,0,0,1
NY,12123,0,3,0
NY,12131,1,0,0
NY,12143,1,1,2
NY,12144,44,22,16
NY,12158,0,2,6
NY,12166,0,0,1
NY,12167,0,0,1
NY,12180,0,1,2
NY,12181,24,10,9
NY,12182,0,0,1
NY,12183,0,4,4
NY,12186,2,0,0
NY,12188,0,0,4
NY,12189,2,1,7
NY,12201,0,1,1
NY,12202,0,0,1
NY,12203,0,2,0
NY,12204,11,8,4
NY,12205,1,1,11
NY,12206,0,0,1
NY,12208,0,0,1
NY,12211,0,4,2
NY,12260,406,283,80
NY,12302,0,2,11
NY,12305,1,0,1
NY,12306,0,1,0
NY,12307,19,6,22
NY,12309,38,9,3
NY,12325,0,1,1
NY,12401,0,2,1
NY,12402,1,5,7
NY,12414,0,1,3
NY,12420,1,0,0
NY,12423,5,0,1
NY,12434,1,0,0
NY,12440,0,0,3
NY,12448,0,0,1
NY,12449,1,0,0
NY,12451,0,0,1
NY,12455,0,1,1
NY,12456,0,0,1
NY,12458,0,0,1
NY,12477,0,0,1
NY,12482,0,0,1
NY,12484,2,0,2
NY,12490,0,0,1
NY,12496,0,0,2
NY,12506,1,0,0
NY,12508,0,3,3
NY,12511,0,5,0
NY,12524,6,6,3
NY,12525,0,1,2
NY,12528,3,1,2
NY,12533,7,1,1
NY,12534,0,1,1
NY,12538,0,0,2
NY,12541,0,1,0
NY,12545,0,2,1
NY,12546,0,0,1
NY,12549,0,5,7
NY,12550,0,0,3
NY,12552,2,9,35
NY,12553,1,0,4
NY,12561,6,1,0
NY,12565,0,1,0
NY,12567,1,1,1
NY,12571,3,1,0
NY,12572,0,1,2
NY,12575,0,0,1
NY,12582,0,1,0
NY,12589,1,3,3
NY,12590,2,0,3
NY,12592,0,1,0
NY,12601,40,19,14
NY,12701,1,5,1
NY,12723,0,2,0
NY,12733,1,0,0
NY,12742,0,4,0
NY,12754,0,1,3
NY,12758,0,0,1
NY,12771,0,1,0
NY,12780,0,0,1
NY,12790,0,0,1
NY,12792,0,0,1
NY,12801,6,8,9
NY,12803,3,0,0
NY,12804,0,8,13
NY,12809,0,1,0
NY,12816,0,2,0
NY,12817,0,1,1
NY,12828,1,2,6
NY,12831,0,1,1
NY,12832,0,1,0
NY,12834,2,0,2
NY,12839,0,0,2
NY,12845,0,0,1
NY,12853,0,2,0
NY,12855,1,0,1
NY,12866,3,9,7
NY,12870,0,2,0
NY,12871,0,0,1
NY,12883,0,7,1
NY,12901,1,66,21
NY,12921,0,0,4
NY,12944,0,0,1
NY,12946,0,1,0
NY,12953,0,2,1
NY,12974,0,0,1
NY,12979,0,0,1
NY,12981,0,1,0
NY,12983,1,2,0
NY,12986,0,1,0
NY,12989,0,0,1
NY,12992,0,0,1
NY,13021,0,1,3
NY,13022,2,10,5
NY,13027,2,1,3
NY,13032,0,1,0
NY,13035,5,1,8
NY,13036,0,0,4
NY,13039,2,2,12
NY,13041,0,0,11
NY,13045,8,10,26
NY,13053,2,0,2
NY,13057,58,43,13
NY,13060,1,0,8
NY,13068,0,0,2
NY,13073,0,5,0
NY,13077,2,1,0
NY,13078,0,3,0
NY,13088,0,0,1
NY,13089,18,4,18
NY,13090,0,0,1
NY,13101,0,1,0
NY,13104,2,1,0
NY,13116,0,1,0
NY,13118,0,1,0
NY,13121,1,0,0
NY,13126,5,38,7
NY,13131,0,0,1
NY,13136,0,0,2
NY,13142,0,3,0
NY,13146,1,0,0
NY,13148,4,1,1
NY,13152,4,4,7
NY,13153,0,0,2
NY,13159,0,3,1
NY,13164,0,0,2
NY,13165,1,3,1
NY,13202,1,2,0
NY,13203,147,190,99
NY,13204,0,0,3
NY,13209,0,0,1
NY,13211,0,0,3
NY,13212,0,8,2
NY,13214,0,1,11
NY,13302,0,1,0
NY,13323,2,3,4
NY,13326,0,1,0
NY,13329,0,0,2
NY,13346,2,0,2
NY,13350,0,1,1
NY,13357,1,0,0
NY,13365,0,2,0
NY,13367,0,2,1
NY,13368,0,0,1
NY,13401,0,0,1
NY,13403,1,3,7
NY,13408,2,0,8
NY,13409,2,0,3
NY,13410,0,1,0
NY,13411,0,0,9
NY,13413,4,9,4
NY,13421,0,3,3
NY,13424,4,0,1
NY,13439,0,0,1
NY,13440,1,1,0
NY,13442,152,12,13
NY,13452,0,3,0
NY,13460,3,0,0
NY,13471,0,2,0
NY,13476,1,0,3
NY,13478,0,0,5
NY,13492,0,1,4
NY,13501,0,4,5
NY,13502,0,2,2
NY,13505,6,9,18
NY,13601,0,4,9
NY,13602,62,26,34
NY,13603,7,46,15
NY,13605,1,0,2
NY,13608,5,0,0
NY,13611,2,0,0
NY,13615,0,0,1
NY,13616,0,0,1
NY,13617,2,4,3
NY,13621,0,0,1
NY,13635,0,1,0
NY,13642,0,2,0
NY,13646,0,0,1
NY,13648,0,0,1
NY,13655,0,1,0
NY,13656,0,0,1
NY,13662,1,2,5
NY,13669,4,8,3
NY,13676,7,16,9
NY,13694,0,0,1
NY,13699,1,1,0
NY,13731,0,0,1
NY,13733,0,0,1
NY,13748,4,3,5
NY,13754,0,1,0
NY,13760,1,0,6
NY,13761,54,23,9
NY,13762,0,2,0
NY,13778,9,1,3
NY,13784,0,0,2
NY,13788,5,2,8
NY,13790,1,49,1
NY,13796,0,0,1
NY,13803,0,0,1
NY,13812,1,0,1
NY,13815,9,4,3
NY,13820,0,2,10
NY,13827,21,3,12
NY,13830,1,1,0
NY,13838,1,1,7
NY,13850,0,3,0
NY,13851,4,13,5
NY,13856,1,5,2
NY,13865,2,0,0
NY,13901,2,1,0
NY,13902,19,58,16
NY,13903,1,0,0
NY,13904,0,0,1
NY,13905,0,3,1
NY,14001,0,5,0
NY,14004,2,0,2
NY,14006,0,0,1
NY,14009,1,2,2
NY,14011,0,1,0
NY,14020,0,0,2
NY,14021,5,12,13
NY,140210549,0,0,1
NY,14025,2,0,0
NY,14027,2,0,2
NY,14030,0,1,0
NY,14031,2,1,1
NY,14041,0,2,0
NY,14043,1,1,13
NY,14047,0,0,2
NY,14048,0,7,13
NY,14052,5,10,0
NY,14055,0,0,1
NY,14057,0,2,1
NY,14059,0,2,0
NY,14062,0,0,3
NY,14063,4,6,3
NY,14067,0,2,0
NY,14068,4,2,0
NY,14070,0,2,0
NY,14072,17,7,36
NY,14075,1,3,10
NY,14080,0,1,0
NY,14086,0,2,8
NY,14092,1,0,0
NY,14094,0,0,2
NY,14095,16,3,0
NY,14101,0,0,1
NY,14103,8,2,6
NY,14107,0,1,0
NY,14108,0,2,0
NY,14111,0,0,1
NY,14120,0,9,5
NY,14125,0,0,2
NY,14127,12,18,23
NY,14129,0,0,1
NY,14132,2,0,4
NY,14139,0,1,0
NY,14143,0,0,2
NY,14150,13,10,13
NY,14201,0,0,2
NY,14202,1,1,2
NY,14203,2,1,1
NY,14204,0,0,1
NY,14207,0,0,1
NY,14210,0,0,1
NY,14211,196,105,66
NY,14212,0,0,1
NY,14214,0,1,0
NY,14217,0,2,3
NY,14218,0,1,3
NY,14219,1,0,10
NY,14220,0,0,1
NY,14221,1,0,2
NY,14223,1,0,0
NY,14224,0,4,15
NY,14225,2,0,25
NY,14226,18,17,23
NY,14227,0,1,3
NY,14228,0,0,2
NY,14231,28,24,5
NY,14301,2,21,16
NY,14302,0,0,1
NY,14304,1,5,2
NY,14305,0,1,0
NY,14411,0,1,1
NY,14414,0,1,3
NY,14416,0,0,1
NY,14420,7,4,24
NY,14423,0,0,1
NY,14424,2,8,1
NY,14425,0,0,3
NY,14427,0,0,1
NY,14433,2,0,0
NY,14445,0,2,1
NY,14450,10,5,2
NY,14453,2,0,3
NY,14454,2,2,8
NY,14456,8,12,12
NY,14463,0,0,1
NY,14464,0,0,1
NY,14467,2,4,6
NY,14468,0,0,1
NY,14472,0,0,1
NY,14480,0,0,1
NY,14482,0,1,3
NY,14489,0,3,0
NY,14502,0,0,19
NY,14513,2,13,11
NY,14514,0,0,1
NY,14519,5,1,2
NY,14521,0,1,0
NY,14522,0,0,3
NY,14525,0,0,3
NY,14527,0,4,9
NY,14530,0,0,1
NY,14534,11,5,1
NY,14559,0,0,3
NY,14564,18,3,9
NY,14568,0,0,2
NY,14569,1,1,0
NY,14580,20,26,9
NY,14586,15,9,9
NY,14588,0,4,0
NY,14589,0,0,10
NY,14604,1,1,1
NY,14606,1,5,3
NY,14607,0,1,0
NY,14608,389,397,127
NY,14609,1,0,1
NY,14611,0,0,1
NY,14615,1,0,0
NY,14616,0,2,12
NY,14620,0,2,0
NY,14622,0,5,0
NY,14623,6,1,3
NY,14624,1,0,2
NY,14701,1,6,6
NY,14702,1,23,2
NY,14706,0,2,0
NY,14710,0,0,1
NY,14718,0,0,2
NY,14719,0,3,0
NY,14722,0,0,2
NY,14728,0,0,1
NY,14733,1,3,5
NY,14739,0,0,1
NY,14744,0,5,0
NY,14755,0,1,0
NY,14760,0,4,5
NY,14778,0,0,1
NY,14779,1,2,1
NY,14783,0,0,1
NY,14787,0,4,2
NY,14802,1,0,1
NY,14808,2,0,0
NY,14810,0,6,1
NY,14830,23,10,3
NY,14838,3,4,1
NY,14843,0,0,2
NY,14845,5,3,11
NY,14850,32,24,25
NY,14853,1,1,0
NY,14865,0,1,3
NY,14870,21,5,2
NY,14882,0,0,4
NY,14883,0,0,2
NY,14891,0,2,0
NY,14892,0,1,2
NY,14895,4,4,4
NY,14901,1,0,4
NY,14902,1,5,8
NY,17401,0,0,1
NY,19406,1,0,0
NY,55337,0,0,1
OH,43001,0,2,0
OH,43002,0,2,0
OH,43004,0,4,3
OH,43005,0,1,0
OH,43007,0,1,0
OH,43008,0,2,0
OH,43010,0,3,0
OH,43011,0,5,0
OH,43013,0,2,0
OH,43014,0,1,0
OH,43015,5,18,6
OH,43016,230,39,27
OH,43017,15,5,0
OH,43018,1,2,0
OH,43019,0,2,0
OH,43021,0,1,0
OH,43022,0,2,0
OH,43023,5,6,0
OH,43025,4,1,6
OH,43026,37,9,10
OH,43027,0,1,0
OH,43028,0,2,0
OH,43029,0,1,0
OH,43030,0,1,0
OH,43031,0,1,7
OH,43032,0,1,0
OH,43035,5,5,0
OH,43036,0,1,0
OH,43037,0,1,0
OH,43040,19,9,5
OH,43041,0,1,0
OH,43044,0,1,0
OH,43045,0,1,0
OH,43046,0,1,0
OH,43048,0,1,0
OH,43050,11,15,6
OH,43054,23,36,17
OH,43055,0,14,7
OH,43056,6,9,3
OH,43058,7,8,9
OH,43060,0,1,0
OH,43061,0,1,0
OH,43062,11,2,1
OH,43064,4,2,1
OH,43065,4,3,1
OH,43066,0,1,0
OH,43067,26,2,4
OH,43068,7,4,5
OH,43074,0,0,1
OH,43076,0,1,1
OH,43078,4,6,3
OH,43081,2,2,3
OH,43082,3,2,0
OH,43083,0,1,0
OH,43085,53,53,10
OH,43086,19,62,9
OH,43103,0,1,0
OH,43105,0,2,0
OH,43106,0,1,0
OH,43110,1,5,2
OH,43112,0,1,0
OH,43113,0,10,13
OH,43119,0,1,0
OH,43123,3,13,19
OH,43125,11,6,8
OH,43126,0,1,0
OH,43128,0,1,0
OH,43130,4,16,13
OH,43137,6,2,6
OH,43138,0,1,1
OH,43140,0,1,7
OH,43143,0,2,1
OH,43144,0,1,0
OH,43145,0,1,0
OH,43146,0,1,0
OH,43147,2,3,2
OH,43148,0,3,0
OH,43149,0,1,0
OH,43150,0,2,0
OH,43151,0,3,0
OH,43152,0,2,0
OH,43153,0,2,0
OH,43154,0,2,0
OH,43155,1,2,0
OH,43156,0,2,0
OH,43157,0,1,0
OH,43158,0,1,0
OH,43160,0,4,5
OH,43162,4,10,7
OH,43199,0,2,0
OH,43201,831,407,187
OH,43202,1,1,0
OH,43205,0,0,1
OH,43206,0,1,0
OH,43207,0,0,7
OH,43210,0,0,1
OH,43212,4,1,2
OH,43213,5,2,6
OH,43214,1,0,2
OH,43215,23,4,4
OH,43217,1,0,0
OH,43218,7,1,6
OH,43219,3,2,3
OH,43220,1,1,1
OH,43221,13,63,3
OH,43222,0,3,1
OH,43223,3,1,1
OH,43228,1,2,0
OH,43229,1,2,0
OH,43230,14,3,4
OH,43231,2,3,4
OH,43235,2,1,0
OH,43260,0,1,0
OH,43266,0,2,0
OH,43271,0,2,0
OH,43291,0,1,0
OH,43302,10,19,11
OH,43311,1,3,2
OH,43316,0,0,1
OH,43317,0,1,0
OH,43319,6,0,1
OH,43325,0,1,0
OH,43326,0,2,3
OH,43331,0,3,0
OH,43332,0,2,0
OH,43334,0,0,1
OH,43335,1,0,0
OH,43338,0,1,0
OH,43343,0,1,0
OH,43344,2,0,0
OH,43347,0,1,0
OH,43348,1,0,0
OH,43351,0,0,2
OH,43356,0,1,0
OH,43360,0,2,0
OH,43402,5,2,13
OH,43403,0,1,0
OH,43406,0,1,0
OH,43407,0,1,0
OH,43410,3,2,4
OH,43414,0,2,2
OH,43416,1,2,2
OH,43420,2,9,7
OH,43430,0,1,1
OH,43431,0,5,0
OH,43432,0,1,0
OH,43433,0,1,1
OH,43436,0,1,0
OH,43440,0,1,0
OH,43446,0,1,0
OH,43447,0,1,0
OH,43449,1,0,0
OH,43452,0,4,1
OH,43456,0,1,0
OH,43457,0,2,0
OH,43460,1,1,0
OH,43463,0,0,1
OH,43469,0,2,0
OH,43501,0,1,0
OH,43502,0,1,4
OH,43504,0,1,0
OH,43505,0,1,0
OH,43506,1,13,0
OH,43512,2,39,6
OH,43515,0,1,1
OH,43516,0,1,0
OH,43517,1,2,0
OH,43518,0,1,0
OH,43520,0,1,0
OH,43521,0,4,0
OH,43522,0,1,0
OH,43523,0,1,0
OH,43524,0,1,0
OH,43526,0,1,0
OH,43528,17,7,27
OH,43531,0,1,0
OH,43537,7,29,14
OH,43542,0,1,0
OH,43543,3,1,2
OH,43545,1,3,9
OH,43550,0,1,0
OH,43551,2,8,1
OH,43552,7,23,9
OH,43554,0,0,1
OH,43555,1,0,0
OH,43557,0,3,0
OH,43558,0,8,2
OH,43560,2,25,2
OH,43566,0,6,1
OH,43567,1,7,5
OH,43571,1,0,0
OH,43601,0,1,4
OH,43604,7,3,5
OH,43605,0,1,0
OH,43606,0,3,2
OH,43607,0,1,1
OH,43608,0,4,9
OH,43610,0,1,2
OH,43611,0,1,0
OH,43612,0,1,5
OH,43613,0,0,1
OH,43614,0,1,1
OH,43615,0,0,3
OH,43616,2,43,5
OH,43619,3,2,2
OH,43620,54,151,43
OH,43701,1,4,12
OH,43702,2,21,17
OH,43711,0,1,0
OH,43713,0,1,1
OH,43716,0,1,0
OH,43719,0,0,1
OH,43721,0,1,0
OH,43722,0,1,0
OH,43723,3,0,6
OH,43725,2,6,6
OH,43727,0,1,0
OH,43728,0,1,0
OH,43731,0,1,7
OH,43734,0,1,0
OH,43756,0,0,2
OH,43762,0,0,1
OH,43764,0,3,0
OH,43783,0,1,0
OH,43793,0,3,0
OH,43803,0,1,0
OH,43804,0,1,0
OH,43811,0,0,2
OH,43812,0,2,2
OH,43821,0,1,0
OH,43822,0,0,1
OH,43824,0,1,0
OH,43832,0,0,1
OH,43836,0,1,0
OH,43845,0,1,0
OH,43905,0,1,0
OH,43906,0,0,1
OH,43907,0,9,3
OH,43909,0,1,0
OH,43912,0,3,1
OH,43912-1342,0,0,1
OH,43913,0,0,1
OH,43917,0,2,0
OH,43920,1,5,0
OH,43934,0,1,0
OH,43937,0,1,0
OH,43943,0,1,0
OH,43950,0,1,11
OH,43952,0,1,1
OH,43953,6,10,6
OH,43986,0,0,1
OH,43988,0,1,0
OH,44001,0,18,3
OH,44003,0,6,0
OH,44004,0,2,1
OH,44005,0,7,4
OH,44010,0,2,0
OH,44011,1,26,9
OH,44012,6,8,3
OH,44017,0,1,4
OH,44021,0,0,3
OH,44022,1,4,0
OH,44023,0,1,1
OH,44024,0,14,3
OH,44026,0,1,0
OH,44030,0,3,3
OH,44032,0,1,0
OH,44035,5,23,4
OH,44036,0,1,0
OH,44039,0,1,0
OH,44040,1,0,0
OH,44041,0,6,0
OH,44047,0,2,0
OH,44048,0,0,1
OH,44050,0,2,0
OH,44052,2,70,4
OH,44053,0,4,0
OH,44054,0,3,2
OH,44055,1,1,0
OH,44056,0,1,4
OH,44057,0,3,0
OH,44060,17,22,17
OH,44061,0,1,0
OH,44062,0,7,2
OH,44065,0,1,0
OH,44067,1,5,1
OH,44068,0,1,0
OH,44070,6,4,1
OH,44072,1,1,0
OH,44073,0,1,0
OH,44074,0,5,0
OH,44076,1,1,0
OH,44077,4,11,9
OH,44080,0,1,0
OH,44081,2,2,1
OH,44082,0,1,0
OH,44084,0,1,0
OH,44086,0,1,0
OH,44087,27,21,15
OH,44089,0,0,2
OH,44090,0,3,0
OH,44092,16,5,1
OH,44094,1,22,4
OH,44095,1,1,4
OH,44097,0,1,0
OH,44101,396,468,110
OH,44102,0,1,1
OH,44104,1,0,0
OH,44105,2,42,1
OH,44106,1,1,0
OH,44107,0,20,0
OH,44108,2,0,1
OH,44110,0,1,0
OH,44112,5,4,0
OH,44113,6,1,0
OH,44114,14,2,0
OH,44115,3,2,2
OH,44116,0,4,1
OH,44118,14,14,1
OH,44120,0,10,0
OH,44121,3,9,1
OH,44122,34,78,3
OH,44123,2,29,3
OH,44124,44,67,3
OH,44125,30,43,5
OH,44126,0,1,1
OH,44127,1,0,2
OH,44128,6,39,6
OH,44129,1,25,10
OH,44130,4,9,1
OH,44131,65,57,4
OH,44133,0,4,1
OH,44135,3,0,1
OH,44136,17,12,8
OH,44137,0,0,5
OH,44138,0,0,1
OH,44139,16,10,20
OH,44140,2,0,0
OH,44141,17,3,16
OH,44142,2,1,1
OH,44143,29,17,8
OH,44144,16,8,4
OH,44145,14,17,3
OH,44146,3,13,4
OH,44147,1,6,0
OH,44202,5,4,2
OH,44203,2,5,9
OH,44210,0,1,0
OH,44212,1,7,4
OH,44215,0,1,0
OH,44216,0,1,0
OH,44221,0,1,0
OH,44222,1,5,4
OH,44224,0,10,4
OH,44230,0,2,0
OH,44232,1,1,0
OH,44234,2,0,2
OH,44236,8,1,0
OH,44240,0,0,2
OH,44241,1,6,4
OH,44242,3,2,0
OH,44243,0,2,6
OH,44251,9,0,0
OH,44254,0,1,2
OH,44255,0,1,1
OH,44256,4,21,4
OH,44260,0,1,2
OH,44262,0,2,0
OH,44264,0,0,1
OH,44266,0,7,3
OH,44270,2,2,2
OH,44272,0,1,0
OH,44273,0,1,0
OH,44278,0,4,4
OH,44281,0,1,1
OH,44282,3,18,1
OH,44285,0,1,0
OH,44286,16,4,2
OH,44287,2,1,5
OH,44288,0,3,0
OH,44301,7,11,6
OH,44302,0,3,0
OH,44303,2,3,0
OH,44304,0,1,0
OH,44305,1,0,0
OH,44306,4,1,0
OH,44308,56,117,17
OH,44310,0,1,0
OH,44311,0,0,1
OH,44312,0,1,0
OH,44314,1,0,6
OH,44316,6,3,2
OH,44320,0,0,1
OH,44321,0,1,0
OH,44333,0,1,2
OH,44334,1,7,0
OH,44406,1,6,1
OH,44408,0,1,0
OH,44410,0,3,0
OH,44413,2,0,0
OH,44415,0,0,1
OH,44418,0,1,0
OH,44420,0,0,3
OH,44425,0,1,1
OH,44431,0,1,0
OH,44432,0,1,0
OH,44439,0,1,0
OH,44440,0,1,0
OH,44441,0,1,0
OH,44443,0,1,0
OH,44444,0,0,1
OH,44446,2,1,5
OH,44450,0,1,0
OH,44451,0,2,4
OH,44452,0,9,1
OH,44460,0,7,2
OH,44473,0,3,2
OH,44481,0,2,2
OH,44482,0,1,0
OH,44483,5,1,3
OH,44485,6,68,4
OH,44486,0,1,0
OH,44501,0,1,1
OH,44502,0,1,1
OH,44504,0,1,0
OH,44507,10,119,18
OH,44511,0,1,0
OH,44512,4,37,4
OH,44514,1,4,0
OH,44515,1,6,2
OH,44601,2,4,2
OH,44606,0,1,0
OH,44607,0,1,0
OH,44608,0,1,0
OH,44611,0,1,0
OH,44613,0,1,0
OH,44614,0,1,0
OH,44615,0,1,0
OH,44617,0,1,0
OH,44618,0,1,1
OH,44622,9,5,1
OH,44624,0,2,0
OH,44625,0,1,0
OH,44626,0,1,1
OH,44627,1,1,0
OH,44629,0,0,1
OH,44632,0,0,2
OH,44634,0,1,0
OH,44641,1,3,0
OH,44643,0,1,0
OH,44644,0,1,0
OH,44646,3,38,7
OH,44648,0,1,0
OH,44650,0,2,0
OH,44651,0,1,0
OH,44652,0,2,0
OH,44653,0,1,0
OH,44654,0,3,0
OH,44656,0,4,0
OH,44657,3,4,2
OH,44659,0,1,0
OH,44660,1,2,0
OH,44661,0,2,0
OH,44662,0,2,0
OH,44663,0,4,4
OH,44665,0,1,0
OH,44666,0,2,0
OH,44667,7,2,2
OH,44669,0,3,0
OH,44670,0,3,0
OH,44671,0,3,0
OH,44672,0,2,0
OH,44675,0,2,0
OH,44676,0,1,1
OH,44677,0,1,0
OH,44679,0,1,0
OH,44680,0,0,1
OH,44681,0,2,0
OH,44683,0,2,0
OH,44685,5,3,26
OH,44688,0,2,0
OH,44689,0,1,0
OH,44690,0,1,0
OH,44691,6,27,7
OH,44693,0,1,0
OH,44695,0,1,0
OH,44697,0,1,0
OH,44701,0,4,0
OH,44702,0,2,1
OH,44703,1,0,1
OH,44706,2,0,1
OH,44707,0,2,2
OH,44709,1,1,0
OH,44710,2,1,0
OH,44711,12,46,9
OH,44718,0,1,0
OH,44720,13,10,12
OH,44721,0,0,1
OH,44730,0,2,0
OH,44735,0,1,0
OH,44805,0,3,4
OH,44807,0,2,0
OH,44809,0,1,0
OH,44811,1,1,6
OH,44813,0,2,0
OH,44814,0,1,0
OH,44816,0,1,0
OH,44820,0,5,3
OH,44824,0,1,0
OH,44825,0,1,0
OH,44827,0,3,1
OH,44830,0,1,1
OH,44833,0,0,3
OH,44836,0,1,0
OH,44839,0,2,2
OH,44844,0,1,0
OH,44846,0,1,0
OH,44849,0,1,0
OH,44855,0,1,0
OH,44856,0,1,0
OH,44857,1,0,1
OH,44861,0,0,1
OH,44862,0,0,1
OH,44870,0,7,6
OH,44871,2,6,0
OH,44875,0,2,0
OH,44883,0,15,4
OH,44890,0,4,5
OH,44901,1,2,0
OH,44902,1,0,0
OH,44903,0,4,1
OH,44906,0,1,3
OH,44907,5,14,8
OH,45001,1,0,0
OH,45005,4,3,7
OH,45011,2,2,6
OH,45013,33,28,12
OH,45014,2,2,2
OH,45018,3,49,7
OH,45030,5,0,1
OH,45036,1,2,6
OH,45040,117,60,15
OH,45042,9,3,8
OH,45050,2,8,7
OH,45051,0,1,0
OH,45052,0,0,1
OH,45053,0,1,0
OH,45056,6,3,2
OH,45065,0,1,1
OH,45066,1,2,2
OH,45067,1,0,1
OH,45069,25,68,22
OH,45101,3,0,1
OH,45102,0,3,0
OH,45103,1,10,1
OH,45112,0,1,0
OH,45119,0,1,0
OH,45120,0,1,0
OH,45121,1,3,0
OH,45122,0,4,0
OH,45123,0,1,1
OH,45133,0,7,2
OH,45140,6,2,1
OH,45150,10,7,8
OH,45153,0,0,1
OH,45154,0,3,1
OH,45159,0,0,1
OH,45160,0,1,0
OH,45162,0,1,0
OH,45169,1,0,0
OH,45176,0,2,0
OH,45177,9,5,30
OH,45201,15,26,8
OH,45202,4,1,1
OH,45203,3,7,4
OH,45206,0,2,1
OH,45211,0,1,0
OH,45212,5,4,3
OH,45214,0,0,1
OH,45217,583,519,187
OH,45219,1,0,1
OH,45220,7,75,10
OH,45225,4,0,5
OH,45226,0,0,1
OH,45227,0,1,0
OH,45229,0,2,0
OH,45230,0,0,2
OH,45231,0,2,0
OH,45232,0,2,0
OH,45236,0,3,0
OH,45237,0,1,0
OH,45239,0,1,0
OH,45240,3,7,2
OH,45241,40,5,7
OH,45242,79,14,7
OH,45243,0,5,0
OH,45244,0,1,1
OH,45246,5,8,4
OH,45249,2,0,5
OH,45251,0,1,0
OH,45255,0,2,0
OH,45263,0,1,0
OH,45264,0,1,0
OH,45277,0,1,0
OH,45302,3,0,0
OH,45304,0,1,0
OH,45306,0,0,1
OH,45309,1,1,1
OH,45312,0,1,0
OH,45314,0,1,0
OH,45315,0,1,0
OH,45317,0,1,0
OH,45320,2,6,0
OH,45322,1,11,2
OH,45324,13,12,14
OH,45327,0,1,2
OH,45331,2,11,3
OH,45341,0,1,0
OH,45342,2,2,3
OH,45343,39,41,8
OH,45344,0,0,1
OH,45345,0,5,0
OH,45346,0,0,1
OH,45350,0,1,0
OH,45356,0,5,3
OH,45360,0,1,0
OH,45365,12,4,10
OH,45369,0,1,0
OH,45371,4,3,7
OH,45373,28,9,3
OH,45374,0,1,0
OH,45377,10,2,5
OH,45380,1,1,0
OH,45381,0,1,0
OH,45385,0,15,1
OH,45387,2,1,1
OH,45390,18,8,8
OH,45401,1,3,0
OH,45402,8,5,4
OH,45403,1,0,0
OH,45404,0,0,1
OH,45405,0,3,0
OH,45406,4,4,0
OH,45409,0,0,2
OH,45410,206,163,62
OH,45412,0,1,0
OH,45414,0,0,1
OH,45415,0,6,0
OH,45417,0,5,0
OH,45420,11,76,3
OH,45424,2,8,4
OH,45429,1,4,0
OH,45430,52,51,3
OH,45431,21,1,1
OH,45432,0,2,1
OH,45433,52,4,0
OH,45434,0,1,0
OH,45439,0,2,6
OH,45458,0,2,0
OH,45459,0,12,9
OH,45501,0,1,0
OH,45502,3,85,11
OH,45503,0,3,0
OH,45504,0,0,4
OH,45505,0,2,1
OH,45601,6,21,2
OH,45612,0,1,0
OH,45614,0,1,0
OH,45618,0,1,0
OH,45619,0,3,0
OH,45620,0,1,1
OH,45624,0,1,0
OH,45628,0,2,0
OH,45631,0,8,1
OH,45634,0,1,0
OH,45640,0,3,2
OH,45648,0,2,1
OH,45652,0,1,0
OH,45656,0,1,0
OH,45661,0,3,1
OH,45662,3,9,2
OH,45663,0,1,0
OH,45669,0,2,0
OH,45675,0,1,0
OH,45680,0,9,0
OH,45690,0,0,1
OH,45692,0,1,3
OH,45693,0,0,2
OH,45694,0,6,0
OH,45697,0,2,1
OH,45701,2,4,15
OH,45712,0,1,0
OH,45713,0,1,0
OH,45714,0,4,0
OH,45714-2086,1,0,0
OH,45716,0,1,0
OH,45719,0,1,0
OH,45720,0,1,0
OH,45721,0,1,0
OH,45734,0,1,0
OH,45743,0,0,1
OH,45750,2,21,16
OH,45750-9355,0,0,1
OH,45776,0,1,0
OH,45777,0,1,0
OH,45784,0,0,1
OH,45786,0,0,1
OH,45786-5248,0,0,1
OH,45801,0,6,1
OH,45802,0,1,0
OH,45804,2,1,3
OH,45805,5,42,16
OH,45812,0,0,1
OH,45813,0,0,1
OH,45819,0,1,0
OH,45821,0,1,0
OH,45822,5,2,3
OH,45828,0,0,1
OH,45830,0,1,0
OH,45833,1,0,0
OH,45835,0,1,0
OH,45839,0,22,1
OH,45840,9,14,10
OH,45851,0,0,1
OH,45854,0,3,0
OH,45856,1,0,1
OH,45863,0,0,1
OH,45864,0,1,0
OH,45865,0,1,2
OH,45869,8,0,6
OH,45872,0,1,1
OH,45873,2,0,1
OH,45874,1,0,0
OH,45875,1,1,1
OH,45876,0,0,1
OH,45877,0,0,2
OH,45879,0,3,3
OH,45880,0,1,0
OH,45887,0,2,0
OH,45889,0,0,2
OH,45891,1,2,5
OH,45895,0,2,1
OH,45899,0,1,0
OH,52241,0,1,0
OK,73005,0,2,0
OK,73008,0,2,0
OK,73012,13,29,11
OK,73023,0,0,2
OK,73036,3,8,2
OK,73044,0,4,1
OK,73045,0,0,3
OK,73047,0,0,1
OK,73050,0,0,1
OK,73052,2,0,0
OK,73057,0,0,1
OK,73071,21,11,14
OK,73075,1,0,5
OK,73086,0,2,0
OK,73089,0,1,1
